公司代码 ,公司简称 ,代码,简称,上市日期,Symbol
603393,  新天然气,603393,  新天然气,  2016-09-12,603393.SS
603396,  金辰股份,603396,  金辰股份,  2017-10-18,603396.SS
603398,  邦宝益智,603398,  邦宝益智,  2015-12-09,603398.SS
603399,  吉翔股份,603399,  吉翔股份,  2012-08-24,603399.SS
603408,  建霖家居,603408,  建霖家居,  2020-07-30,603408.SS
603416,  信捷电气,603416,  信捷电气,  2016-12-21,603416.SS
603421,  鼎信通讯,603421,  鼎信通讯,  2016-10-11,603421.SS
603429,  集友股份,603429,  集友股份,  2017-01-24,603429.SS
603439,  贵州三力,603439,  贵州三力,  2020-04-28,603439.SS
603444,  吉比特,603444,  吉比特,  2017-01-04,603444.SS
603456,  九洲药业,603456,  九洲药业,  2014-10-10,603456.SS
603458,  勘设股份,603458,  勘设股份,  2017-08-09,603458.SS
603466,  风语筑,603466,  风语筑,  2017-10-20,603466.SS
603477,  巨星农牧,603477,  巨星农牧,  2017-12-18,603477.SS
603486,  科沃斯,603486,  科沃斯,  2018-05-28,603486.SS
603488,  展鹏科技,603488,  展鹏科技,  2017-05-16,603488.SS
603489,  八方股份,603489,  八方股份,  2019-11-11,603489.SS
603496,  恒为科技,603496,  恒为科技,  2017-06-07,603496.SS
603499,  翔港科技,603499,  翔港科技,  2017-10-16,603499.SS
603500,  祥和实业,603500,  祥和实业,  2017-09-04,603500.SS
603501,  韦尔股份,603501,  韦尔股份,  2017-05-04,603501.SS
603505,  金石资源,603505,  金石资源,  2017-05-03,603505.SS
603506,  南都物业,603506,  南都物业,  2018-02-01,603506.SS
603507,  振江股份,603507,  振江股份,  2017-11-06,603507.SS
603508,  思维列控,603508,  思维列控,  2015-12-24,603508.SS
603515,  欧普照明,603515,  欧普照明,  2016-08-19,603515.SS
603516,  淳中科技,603516,  淳中科技,  2018-02-02,603516.SS
603517,  绝味食品,603517,  绝味食品,  2017-03-17,603517.SS
603518,  锦泓集团,603518,  锦泓集团,  2014-12-03,603518.SS
603519,  立霸股份,603519,  立霸股份,  2015-03-19,603519.SS
603520,  司太立,603520,  司太立,  2016-03-09,603520.SS
603527,  众源新材,603527,  众源新材,  2017-09-07,603527.SS
603528,  多伦科技,603528,  多伦科技,  2016-05-03,603528.SS
603530,  神马电力,603530,  神马电力,  2019-08-05,603530.SS
603533,  掌阅科技,603533,  掌阅科技,  2017-09-21,603533.SS
603535,  嘉诚国际,603535,  嘉诚国际,  2017-08-08,603535.SS
603536,  惠发食品,603536,  惠发食品,  2017-06-13,603536.SS
603538,  美诺华,603538,  美诺华,  2017-04-07,603538.SS
603551,  奥普家居,603551,  奥普家居,  2020-01-15,603551.SS
603555,  *ST贵人,603555,  *ST贵人,  2014-01-24,603555.SS
603556,  海兴电力,603556,  海兴电力,  2016-11-10,603556.SS
603557,  起步股份,603557,  起步股份,  2017-08-18,603557.SS
603558,  健盛集团,603558,  健盛集团,  2015-01-27,603558.SS
603559,  中通国脉,603559,  中通国脉,  2016-12-02,603559.SS
603565,  中谷物流,603565,  中谷物流,  2020-09-25,603565.SS
603566,  普莱柯,603566,  普莱柯,  2015-05-18,603566.SS
603567,  珍宝岛,603567,  珍宝岛,  2015-04-24,603567.SS
603568,  伟明环保,603568,  伟明环保,  2015-05-28,603568.SS
603569,  长久物流,603569,  长久物流,  2016-08-10,603569.SS
603577,  汇金通,603577,  汇金通,  2016-12-22,603577.SS
603578,  三星新材,603578,  三星新材,  2017-03-06,603578.SS
603579,  荣泰健康,603579,  荣泰健康,  2017-01-11,603579.SS
603580,  艾艾精工,603580,  艾艾精工,  2017-05-25,603580.SS
603583,  捷昌驱动,603583,  捷昌驱动,  2018-09-21,603583.SS
603585,  苏利股份,603585,  苏利股份,  2016-12-14,603585.SS
603586,  金麒麟,603586,  金麒麟,  2017-04-06,603586.SS
603587,  地素时尚,603587,  地素时尚,  2018-06-22,603587.SS
603588,  高能环境,603588,  高能环境,  2014-12-29,603588.SS
603589,  口子窖,603589,  口子窖,  2015-06-29,603589.SS
603590,  康辰药业,603590,  康辰药业,  2018-08-27,603590.SS
603595,  东尼电子,603595,  东尼电子,  2017-07-12,603595.SS
603596,  伯特利,603596,  伯特利  ,  2018-04-27,603596.SS
603598,  引力传媒,603598,  引力传媒,  2015-05-27,603598.SS
603599,  广信股份,603599,  广信股份,  2015-05-13,603599.SS
603600,  永艺股份,603600,  永艺股份,  2015-01-23,603600.SS
603601,  再升科技,603601,  再升科技,  2015-01-22,603601.SS
603602,  纵横通信,603602,  纵横通信,  2017-08-10,603602.SS
603603,  博天环境,603603,  博天环境,  2017-02-17,603603.SS
603605,  珀莱雅,603605,  珀莱雅,  2017-11-15,603605.SS
603606,  东方电缆,603606,  东方电缆,  2014-10-15,603606.SS
603607,  京华激光,603607,  京华激光,  2017-10-25,603607.SS
603608,  天创时尚,603608,  天创时尚,  2016-02-18,603608.SS
603609,  禾丰牧业,603609,  禾丰牧业,  2014-08-08,603609.SS
603610,  麒盛科技,603610,  麒盛科技,  2019-10-29,603610.SS
603611,  诺力股份,603611,  诺力股份,  2015-01-28,603611.SS
603612,  索通发展,603612,  索通发展,  2017-07-18,603612.SS
603613,  国联股份,603613,  国联股份,  2019-07-30,603613.SS
603615,  茶花股份,603615,  茶花股份,  2017-02-13,603615.SS
603616,  韩建河山,603616,  韩建河山,  2015-06-11,603616.SS
603617,  君禾股份,603617,  君禾股份,  2017-07-03,603617.SS
603618,  杭电股份,603618,  杭电股份,  2015-02-17,603618.SS
603619,  中曼石油,603619,  中曼石油,  2017-11-17,603619.SS
603626,  科森科技,603626,  科森科技,  2017-02-09,603626.SS
603628,  清源股份,603628,  清源股份,  2017-01-12,603628.SS
603629,  利通电子,603629,  利通电子,  2018-12-24,603629.SS
603630,  拉芳家化,603630,  拉芳家化,  2017-03-13,603630.SS
603633,  徕木股份,603633,  徕木股份,  2016-11-17,603633.SS
603636,  南威软件,603636,  南威软件,  2014-12-30,603636.SS
603637,  镇海股份,603637,  镇海股份,  2017-02-08,603637.SS
603638,  艾迪精密,603638,  艾迪精密,  2017-01-20,603638.SS
603639,  海利尔,603639,  海利尔,  2017-01-12,603639.SS
603648,  畅联股份,603648,  畅联股份,  2017-09-13,603648.SS
603650,  彤程新材,603650,  彤程新材,  2018-06-27,603650.SS
603655,  朗博科技,603655,  朗博科技,  2017-12-29,603655.SS
603656,  泰禾智能,603656,  泰禾智能,  2017-03-21,603656.SS
603657,  春光科技,603657,  春光科技,  2018-07-30,603657.SS
603658,  安图生物,603658,  安图生物,  2016-09-01,603658.SS
603659,  璞泰来,603659,  璞泰来,  2017-11-03,603659.SS
603660,  苏州科达,603660,  苏州科达,  2016-12-01,603660.SS
603661,  恒林股份,603661,  恒林股份,  2017-11-21,603661.SS
603662,  柯力传感,603662,  柯力传感,  2019-08-06,603662.SS
603663,  三祥新材,603663,  三祥新材,  2016-08-01,603663.SS
603665,  康隆达,603665,  康隆达,  2017-03-13,603665.SS
603666,  亿嘉和,603666,  亿嘉和,  2018-06-12,603666.SS
603667,  五洲新春,603667,  五洲新春,  2016-10-25,603667.SS
603668,  天马科技,603668,  天马科技,  2017-01-17,603668.SS
603669,  灵康药业,603669,  灵康药业,  2015-05-28,603669.SS
603676,  卫信康,603676,  卫信康,  2017-07-21,603676.SS
603677,  奇精机械,603677,  奇精机械,  2017-02-06,603677.SS
603678,  火炬电子,603678,  火炬电子,  2015-01-26,603678.SS
603679,  华体科技,603679,  华体科技,  2017-06-21,603679.SS
603680,  今创集团,603680,  今创集团,  2018-02-27,603680.SS
603681,  永冠新材,603681,  永冠新材,  2019-03-26,603681.SS
603682,  锦和商业,603682,  锦和商业,  2020-04-21,603682.SS
603683,  晶华新材,603683,  晶华新材,  2017-10-20,603683.SS
603685,  晨丰科技,603685,  晨丰科技,  2017-11-27,603685.SS
603686,  龙马环卫,603686,  龙马环卫,  2015-01-26,603686.SS
603687,  大胜达,603687,  大胜达,  2019-07-26,603687.SS
603688,  石英股份,603688,  石英股份,  2014-10-31,603688.SS
603689,  皖天然气,603689,  皖天然气,  2017-01-10,603689.SS
603690,  至纯科技,603690,  至纯科技,  2017-01-13,603690.SS
603693,  江苏新能,603693,  江苏新能,  2018-07-03,603693.SS
603696,  安记食品,603696,  安记食品,  2015-12-09,603696.SS
603697,  有友食品,603697,  有友食品,  2019-05-08,603697.SS
603698,  航天工程,603698,  航天工程,  2015-01-28,603698.SS
603699,  纽威股份,603699,  纽威股份,  2014-01-17,603699.SS
603700,  宁水集团,603700,  宁水集团,  2019-01-22,603700.SS
603701,  德宏股份,603701,  德宏股份,  2016-04-12,603701.SS
603703,  盛洋科技,603703,  盛洋科技,  2015-04-23,603703.SS
603706,  东方环宇,603706,  东方环宇,  2018-07-09,603706.SS
603707,  健友股份,603707,  健友股份,  2017-07-19,603707.SS
603708,  家家悦,603708,  家家悦,  2016-12-13,603708.SS
603709,  中源家居,603709,  中源家居,  2018-02-08,603709.SS
603711,  香飘飘,603711,  香飘飘,  2017-11-30,603711.SS
603712,  七一二,603712,  七一二,  2018-02-26,603712.SS
603713,  密尔克卫,603713,  密尔克卫,  2018-07-13,603713.SS
603716,  塞力医疗,603716,  塞力医疗,  2016-10-31,603716.SS
603717,  天域生态,603717,  天域生态,  2017-03-27,603717.SS
603718,  海利生物,603718,  海利生物,  2015-05-15,603718.SS
603719,  良品铺子,603719,  良品铺子,  2020-02-24,603719.SS
603721,  中广天择,603721,  中广天择,  2017-08-11,603721.SS
603722,  阿科力,603722,  阿科力,  2017-10-25,603722.SS
603725,  天安新材,603725,  天安新材,  2017-09-06,603725.SS
603726,  朗迪集团,603726,  朗迪集团,  2016-04-21,603726.SS
603727,  博迈科,603727,  博迈科,  2016-11-22,603727.SS
603728,  鸣志电器,603728,  鸣志电器,  2017-05-09,603728.SS
603729,  龙韵股份,603729,  龙韵股份,  2015-03-24,603729.SS
603730,  岱美股份,603730,  岱美股份,  2017-07-28,603730.SS
603733,  仙鹤股份,603733,  仙鹤股份,  2018-04-20,603733.SS
603737,  三棵树,603737,  三棵树,  2016-06-03,603737.SS
603738,  泰晶科技,603738,  泰晶科技,  2016-09-28,603738.SS
603739,  蔚蓝生物,603739,  蔚蓝生物,  2019-01-16,603739.SS
603755,  日辰股份,603755,  日辰股份,  2019-08-28,603755.SS
603757,  大元泵业,603757,  大元泵业,  2017-07-11,603757.SS
603758,  秦安股份,603758,  秦安股份,  2017-05-17,603758.SS
603766,  隆鑫通用,603766,  隆鑫通用,  2012-08-10,603766.SS
603767,  中马传动,603767,  中马传动,  2017-06-13,603767.SS
603768,  常青股份,603768,  常青股份,  2017-03-24,603768.SS
603773,  沃格光电,603773,  沃格光电,  2018-04-17,603773.SS
603776,  永安行,603776,  永安行,  2017-08-17,603776.SS
603777,  来伊份,603777,  来伊份,  2016-10-12,603777.SS
603778,  乾景园林,603778,  乾景园林,  2015-12-31,603778.SS
603779,  ST威龙,603779,  ST威龙,  2016-05-16,603779.SS
603786,  科博达,603786,  科博达,  2019-10-15,603786.SS
603787,  新日股份,603787,  新日股份,  2017-04-27,603787.SS
603788,  宁波高发,603788,  宁波高发,  2015-01-20,603788.SS
603789,  星光农机,603789,  星光农机,  2015-04-27,603789.SS
603790,  雅运股份,603790,  雅运股份,  2018-09-12,603790.SS
603797,  联泰环保,603797,  联泰环保,  2017-04-13,603797.SS
603798,  康普顿,603798,  康普顿,  2016-04-06,603798.SS
603799,  华友钴业,603799,  华友钴业,  2015-01-29,603799.SS
603800,  道森股份,603800,  道森股份,  2015-12-10,603800.SS
603801,  志邦家居,603801,  志邦家居,  2017-06-30,603801.SS
603803,  瑞斯康达,603803,  瑞斯康达,  2017-04-20,603803.SS
603806,  福斯特,603806,  福斯特,  2014-09-05,603806.SS
603808,  歌力思,603808,  歌力思,  2015-04-22,603808.SS
603809,  豪能股份,603809,  豪能股份,  2017-11-28,603809.SS
603810,  丰山集团,603810,  丰山集团,  2018-09-17,603810.SS
603811,  诚意药业,603811,  诚意药业,  2017-03-15,603811.SS
603813,  原尚股份,603813,  原尚股份,  2017-09-18,603813.SS
603815,  交建股份,603815,  交建股份,  2019-10-21,603815.SS
603816,  顾家家居,603816,  顾家家居,  2016-10-14,603816.SS
603817,  海峡环保,603817,  海峡环保,  2017-02-20,603817.SS
603818,  曲美家居,603818,  曲美家居,  2015-04-22,603818.SS
603819,  神力股份,603819,  神力股份,  2016-11-25,603819.SS
603822,  嘉澳环保,603822,  嘉澳环保,  2016-04-28,603822.SS
603823,  百合花,603823,  百合花,  2016-12-20,603823.SS
603825,  华扬联众,603825,  华扬联众,  2017-08-02,603825.SS
603826,  坤彩科技,603826,  坤彩科技,  2017-04-14,603826.SS
603828,  柯利达,603828,  柯利达,  2015-02-26,603828.SS
603829,  洛凯股份,603829,  洛凯股份,  2017-10-17,603829.SS
603833,  欧派家居,603833,  欧派家居,  2017-03-28,603833.SS
603838,  四通股份,603838,  四通股份,  2015-07-01,603838.SS
603839,  安正时尚,603839,  安正时尚,  2017-02-14,603839.SS
603843,  正平股份,603843,  正平股份,  2016-09-05,603843.SS
603848,  好太太,603848,  好太太,  2017-12-01,603848.SS
603855,  华荣股份,603855,  华荣股份,  2017-05-24,603855.SS
603856,  东宏股份,603856,  东宏股份,  2017-11-06,603856.SS
603858,  步长制药,603858,  步长制药,  2016-11-18,603858.SS
603859,  能科股份,603859,  能科股份,  2016-10-21,603859.SS
603860,  中公高科,603860,  中公高科,  2017-08-02,603860.SS
603861,  白云电器,603861,  白云电器,  2016-03-22,603861.SS
603863,  松炀资源,603863,  松炀资源,  2019-06-21,603863.SS
603866,  桃李面包,603866,  桃李面包,  2015-12-22,603866.SS
603867,  新化股份,603867,  新化股份,  2019-06-27,603867.SS
603868,  飞科电器,603868,  飞科电器,  2016-04-18,603868.SS
603869,  新智认知,603869,  新智认知,  2015-03-26,603869.SS
603871,  嘉友国际,603871,  嘉友国际,  2018-02-06,603871.SS
603876,  鼎胜新材,603876,  鼎胜新材,  2018-04-18,603876.SS
603877,  太平鸟,603877,  太平鸟,  2017-01-09,603877.SS
603878,  武进不锈,603878,  武进不锈,  2016-12-19,603878.SS
603879,  永悦科技,603879,  永悦科技,  2017-06-14,603879.SS
603880,  南卫股份,603880,  南卫股份,  2017-08-07,603880.SS
603881,  数据港,603881,  数据港,  2017-02-08,603881.SS
603882,  金域医学,603882,  金域医学,  2017-09-08,603882.SS
603883,  老百姓,603883,  老百姓,  2015-04-23,603883.SS
603885,  吉祥航空,603885,  吉祥航空,  2015-05-27,603885.SS
603886,  元祖股份,603886,  元祖股份,  2016-12-28,603886.SS
603887,  城地香江,603887,  城地香江,  2016-10-10,603887.SS
603888,  新华网,603888,  新华网,  2016-10-28,603888.SS
603889,  新澳股份,603889,  新澳股份,  2014-12-31,603889.SS
603890,  春秋电子,603890,  春秋电子,  2017-12-12,603890.SS
603893,  瑞芯微,603893,  瑞芯微,  2020-02-07,603893.SS
603895,  天永智能,603895,  天永智能,  2018-01-22,603895.SS
603896,  寿仙谷,603896,  寿仙谷,  2017-05-10,603896.SS
603897,  长城科技,603897,  长城科技,  2018-04-10,603897.SS
603898,  好莱客,603898,  好莱客,  2015-02-17,603898.SS
603899,  晨光文具,603899,  晨光文具,  2015-01-27,603899.SS
603900,  莱绅通灵,603900,  莱绅通灵,  2016-11-23,603900.SS
603901,  永创智能,603901,  永创智能,  2015-05-29,603901.SS
603903,  中持股份,603903,  中持股份,  2017-03-14,603903.SS
603906,  龙蟠科技,603906,  龙蟠科技,  2017-04-10,603906.SS
603908,  牧高笛,603908,  牧高笛,  2017-03-07,603908.SS
603909,  合诚股份,603909,  合诚股份,  2016-06-28,603909.SS
603912,  佳力图,603912,  佳力图,  2017-11-01,603912.SS
603915,  国茂股份,603915,  国茂股份,  2019-06-14,603915.SS
603916,  苏博特,603916,  苏博特,  2017-11-10,603916.SS
603917,  合力科技,603917,  合力科技,  2017-12-04,603917.SS
603918,  金桥信息,603918,  金桥信息,  2015-05-28,603918.SS
603919,  金徽酒,603919,  金徽酒,  2016-03-10,603919.SS
603920,  世运电路,603920,  世运电路,  2017-04-26,603920.SS
603922,  金鸿顺,603922,  金鸿顺,  2017-10-23,603922.SS
603926,  铁流股份,603926,  铁流股份,  2017-05-10,603926.SS
603927,  中科软,603927,  中科软,  2019-09-09,603927.SS
603928,  兴业股份,603928,  兴业股份,  2016-12-12,603928.SS
603929,  亚翔集成,603929,  亚翔集成,  2016-12-30,603929.SS
603931,  格林达,603931,  格林达,  2020-08-19,603931.SS
603933,  睿能科技,603933,  睿能科技,  2017-07-06,603933.SS
603936,  博敏电子,603936,  博敏电子,  2015-12-09,603936.SS
603937,  丽岛新材,603937,  丽岛新材,  2017-11-02,603937.SS
603938,  三孚股份,603938,  三孚股份,  2017-06-28,603938.SS
603939,  益丰药房,603939,  益丰药房,  2015-02-17,603939.SS
603948,  建业股份,603948,  建业股份,  2020-03-02,603948.SS
603949,  雪龙集团,603949,  雪龙集团,  2020-03-10,603949.SS
603950,  长源东谷,603950,  长源东谷,  2020-05-26,603950.SS
603955,  大千生态,603955,  大千生态,  2017-03-10,603955.SS
603956,  威派格,603956,  威派格,  2019-02-22,603956.SS
603958,  哈森股份,603958,  哈森股份,  2016-06-29,603958.SS
603959,  百利科技,603959,  百利科技,  2016-05-17,603959.SS
603960,  克来机电,603960,  克来机电,  2017-03-14,603960.SS
603963,  大理药业,603963,  大理药业,  2017-09-22,603963.SS
603966,  法兰泰克,603966,  法兰泰克,  2017-01-25,603966.SS
603967,  中创物流,603967,  中创物流,  2019-04-29,603967.SS
603968,  醋化股份,603968,  醋化股份,  2015-05-18,603968.SS
603969,  银龙股份,603969,  银龙股份,  2015-02-27,603969.SS
603970,  中农立华,603970,  中农立华,  2017-11-16,603970.SS
603976,  正川股份,603976,  正川股份,  2017-08-22,603976.SS
603977,  国泰集团,603977,  国泰集团,  2016-11-11,603977.SS
603978,  深圳新星,603978,  深圳新星,  2017-08-07,603978.SS
603979,  金诚信,603979,  金诚信,  2015-06-30,603979.SS
603980,  吉华集团,603980,  吉华集团,  2017-06-15,603980.SS
603982,  泉峰汽车,603982,  泉峰汽车,  2019-05-22,603982.SS
603983,  丸美股份,603983,  丸美股份,  2019-07-25,603983.SS
603985,  恒润股份,603985,  恒润股份,  2017-05-05,603985.SS
603986,  兆易创新,603986,  兆易创新,  2016-08-18,603986.SS
603987,  康德莱,603987,  康德莱,  2016-11-21,603987.SS
603988,  中电电机,603988,  中电电机,  2014-11-04,603988.SS
603989,  艾华集团,603989,  艾华集团,  2015-05-15,603989.SS
603990,  麦迪科技,603990,  麦迪科技,  2016-12-08,603990.SS
603991,  至正股份,603991,  至正股份,  2017-03-08,603991.SS
603992,  松霖科技,603992,  松霖科技,  2019-08-26,603992.SS
603993,  洛阳钼业,603993,  洛阳钼业,  2012-10-09,603993.SS
603995,  甬金股份,603995,  甬金股份,  2019-12-24,603995.SS
603996,  *ST中新,603996,  *ST中新,  2015-12-22,603996.SS
603997,  继峰股份,603997,  继峰股份,  2015-03-02,603997.SS
603998,  方盛制药,603998,  方盛制药,  2014-12-05,603998.SS
603999,  读者传媒,603999,  读者传媒,  2015-12-10,603999.SS
605001,  威奥股份,605001,  威奥股份,  2020-05-22,605001.SS
605003,  众望布艺,605003,  众望布艺,  2020-09-08,605003.SS
605005,  合兴股份,605005,  合兴股份,  2021-01-19,605005.SS
605006,  山东玻纤,605006,  山东玻纤,  2020-09-03,605006.SS
605007,  五洲特纸,605007,  五洲特纸,  2020-11-10,605007.SS
605008,  长鸿高科,605008,  长鸿高科,  2020-08-21,605008.SS
605009,  豪悦护理,605009,  豪悦护理,  2020-09-11,605009.SS
605018,  长华股份,605018,  长华股份,  2020-09-29,605018.SS
605050,  福然德,605050,  福然德,  2020-09-24,605050.SS
605055,  迎丰股份,605055,  迎丰股份,  2021-01-29,605055.SS
605058,  澳弘电子,605058,  澳弘电子,  2020-10-21,605058.SS
605066,  天正电气,605066,  天正电气,  2020-08-07,605066.SS
605068,  明新旭腾,605068,  明新旭腾,  2020-11-23,605068.SS
605077,  华康股份,605077,  华康股份,  2021-02-09,605077.SS
605081,  太和水,605081,  太和水,  2021-02-09,605081.SS
605088,  冠盛股份,605088,  冠盛股份,  2020-08-17,605088.SS
605099,  共创草坪,605099,  共创草坪,  2020-09-30,605099.SS
605100,  华丰股份,605100,  华丰股份,  2020-08-11,605100.SS
605108,  同庆楼,605108,  同庆楼,  2020-07-16,605108.SS
605111,  新洁能,605111,  新洁能,  2020-09-28,605111.SS
605116,  奥锐特,605116,  奥锐特,  2020-09-21,605116.SS
605118,  力鼎光电,605118,  力鼎光电,  2020-07-30,605118.SS
605123,  派克新材,605123,  派克新材,  2020-08-25,605123.SS
605128,  上海沿浦,605128,  上海沿浦,  2020-09-15,605128.SS
605133,  嵘泰股份,605133,  嵘泰股份,  2021-02-24,605133.SS
605136,  丽人丽妆,605136,  丽人丽妆,  2020-09-29,605136.SS
605151,  西上海,605151,  西上海,  2020-12-15,605151.SS
605155,  西大门,605155,  西大门,  2020-12-31,605155.SS
605158,  华达新材,605158,  华达新材,  2020-08-05,605158.SS
605166,  聚合顺,605166,  聚合顺,  2020-06-18,605166.SS
605168,  三人行,605168,  三人行,  2020-05-28,605168.SS
605169,  洪通燃气,605169,  洪通燃气,  2020-10-30,605169.SS
605177,  东亚药业,605177,  东亚药业,  2020-11-25,605177.SS
605178,  时空科技,605178,  时空科技,  2020-08-21,605178.SS
605179,  一鸣食品,605179,  一鸣食品,  2020-12-28,605179.SS
605183,  确成股份,605183,  确成股份,  2020-12-07,605183.SS
605186,  健麾信息,605186,  健麾信息,  2020-12-22,605186.SS
605188,  国光连锁,605188,  国光连锁,  2020-07-28,605188.SS
605198,  德利股份,605198,  德利股份,  2020-09-18,605198.SS
605199,  葫芦娃,605199,  葫芦娃,  2020-07-10,605199.SS
605218,  伟时电子,605218,  伟时电子,  2020-09-28,605218.SS
605222,  起帆电缆,605222,  起帆电缆,  2020-07-31,605222.SS
605228,  神通科技,605228,  神通科技,  2021-01-20,605228.SS
605255,  天普股份,605255,  天普股份,  2020-08-25,605255.SS
605258,  协和电子,605258,  协和电子,  2020-12-03,605258.SS
605266,  健之佳,605266,  健之佳,  2020-12-01,605266.SS
605268,  王力安防,605268,  王力安防,  2021-02-24,605268.SS
605277,  新亚电子,605277,  新亚电子,  2021-01-06,605277.SS
605288,  凯迪股份,605288,  凯迪股份,  2020-06-01,605288.SS
605299,  舒华体育,605299,  舒华体育,  2020-12-15,605299.SS
605318,  法狮龙,605318,  法狮龙,  2020-08-03,605318.SS
605333,  沪光股份,605333,  沪光股份,  2020-08-18,605333.SS
605336,  帅丰电器,605336,  帅丰电器,  2020-10-19,605336.SS
605337,  李子园,605337,  李子园,  2021-02-08,605337.SS
605338,  巴比食品,605338,  巴比食品,  2020-10-12,605338.SS
605358,  立昂微,605358,  立昂微,  2020-09-11,605358.SS
605366,  宏柏新材,605366,  宏柏新材,  2020-08-12,605366.SS
605368,  蓝天燃气,605368,  蓝天燃气,  2021-01-29,605368.SS
605369,  拱东医疗,605369,  拱东医疗,  2020-09-16,605369.SS
605376,  博迁新材,605376,  博迁新材,  2020-12-08,605376.SS
605377,  华旺科技,605377,  华旺科技,  2020-12-28,605377.SS
605388,  均瑶健康,605388,  均瑶健康,  2020-08-18,605388.SS
605398,  新炬网络,605398,  新炬网络,  2021-01-21,605398.SS
605399,  晨光新材,605399,  晨光新材,  2020-08-04,605399.SS
605500,  森林包装,605500,  森林包装,  2020-12-22,605500.SS
