公司代码 ,公司简称 ,代码,简称,上市日期,Symbol
600513,  联环药业,600513,  联环药业,  2003-03-19,600513.SS
600515,  *ST基础,600515,  *ST基础,  2002-08-06,600515.SS
600516,  方大炭素,600516,  方大炭素,  2002-08-30,600516.SS
600517,  国网英大,600517,  国网英大,  2003-10-10,600517.SS
600518,  ST康美,600518,  ST康美,  2001-03-19,600518.SS
600519,  贵州茅台,600519,  贵州茅台,  2001-08-27,600519.SS
600520,  文一科技,600520,  文一科技,  2002-01-08,600520.SS
600521,  华海药业,600521,  华海药业,  2003-03-04,600521.SS
600522,  中天科技,600522,  中天科技,  2002-10-24,600522.SS
600523,  贵航股份,600523,  贵航股份,  2001-12-27,600523.SS
600525,  长园集团,600525,  长园集团,  2002-12-02,600525.SS
600526,  菲达环保,600526,  菲达环保,  2002-07-22,600526.SS
600527,  江南高纤,600527,  江南高纤,  2003-11-27,600527.SS
600528,  中铁工业,600528,  中铁工业,  2001-05-28,600528.SS
600529,  山东药玻,600529,  山东药玻,  2002-06-03,600529.SS
600530,  *ST交昂,600530,  *ST交昂,  2001-07-02,600530.SS
600531,  豫光金铅,600531,  豫光金铅,  2002-07-30,600531.SS
600532,  未来股份,600532,  未来股份,  2002-10-31,600532.SS
600533,  栖霞建设,600533,  栖霞建设,  2002-03-28,600533.SS
600535,  天士力,600535,  天士力,  2002-08-23,600535.SS
600536,  中国软件,600536,  中国软件,  2002-05-17,600536.SS
600537,  亿晶光电,600537,  亿晶光电,  2003-01-23,600537.SS
600538,  国发股份,600538,  国发股份,  2003-01-14,600538.SS
600539,  ST狮头,600539,  ST狮头,  2001-08-24,600539.SS
600540,  新赛股份,600540,  新赛股份,  2004-01-07,600540.SS
600543,  莫高股份,600543,  莫高股份,  2004-03-24,600543.SS
600545,  卓郎智能,600545,  卓郎智能,  2003-12-03,600545.SS
600546,  山煤国际,600546,  山煤国际,  2003-07-31,600546.SS
600547,  山东黄金,600547,  山东黄金,  2003-08-28,600547.SS
600548,  深高速,600548,  深高速,  2001-12-25,600548.SS
600549,  厦门钨业,600549,  厦门钨业,  2002-11-07,600549.SS
600550,  保变电气,600550,  保变电气,  2001-02-28,600550.SS
600551,  时代出版,600551,  时代出版,  2002-09-05,600551.SS
600552,  凯盛科技,600552,  凯盛科技,  2002-11-08,600552.SS
600555,  *ST海创,600555,  *ST海创,  2001-03-28,600555.SS
600556,  天下秀,600556,  天下秀,  2001-08-07,600556.SS
600557,  康缘药业,600557,  康缘药业,  2002-09-18,600557.SS
600558,  大西洋,600558,  大西洋,  2001-02-27,600558.SS
600559,  老白干酒,600559,  老白干酒,  2002-10-29,600559.SS
600560,  金自天正,600560,  金自天正,  2002-09-19,600560.SS
600561,  江西长运,600561,  江西长运,  2002-07-16,600561.SS
600562,  国睿科技,600562,  国睿科技,  2003-01-28,600562.SS
600563,  法拉电子,600563,  法拉电子,  2002-12-10,600563.SS
600565,  迪马股份,600565,  迪马股份,  2002-07-23,600565.SS
600566,  济川药业,600566,  济川药业,  2001-08-22,600566.SS
600567,  山鹰国际,600567,  山鹰国际,  2001-12-18,600567.SS
600568,  *ST中珠,600568,  *ST中珠,  2001-05-18,600568.SS
600569,  安阳钢铁,600569,  安阳钢铁,  2001-08-20,600569.SS
600570,  恒生电子,600570,  恒生电子,  2003-12-16,600570.SS
600571,  信雅达,600571,  信雅达,  2002-11-01,600571.SS
600572,  康恩贝,600572,  康恩贝,  2004-04-12,600572.SS
600573,  惠泉啤酒,600573,  惠泉啤酒,  2003-02-26,600573.SS
600575,  淮河能源,600575,  淮河能源,  2003-03-28,600575.SS
600576,  祥源文化,600576,  祥源文化,  2003-02-20,600576.SS
600577,  精达股份,600577,  精达股份,  2002-09-11,600577.SS
600578,  京能电力,600578,  京能电力,  2002-05-10,600578.SS
600579,  克劳斯,600579,  克劳斯,  2002-08-09,600579.SS
600580,  卧龙电驱,600580,  卧龙电驱,  2002-06-06,600580.SS
600581,  八一钢铁,600581,  八一钢铁,  2002-08-16,600581.SS
600582,  天地科技,600582,  天地科技,  2002-05-15,600582.SS
600583,  海油工程,600583,  海油工程,  2002-02-05,600583.SS
600584,  长电科技,600584,  长电科技,  2003-06-03,600584.SS
600585,  海螺水泥,600585,  海螺水泥,  2002-02-07,600585.SS
600586,  金晶科技,600586,  金晶科技,  2002-08-15,600586.SS
600587,  新华医疗,600587,  新华医疗,  2002-09-27,600587.SS
600588,  用友网络,600588,  用友网络,  2001-05-18,600588.SS
600589,  广东榕泰,600589,  广东榕泰,  2001-06-12,600589.SS
600590,  泰豪科技,600590,  泰豪科技,  2002-07-03,600590.SS
600592,  龙溪股份,600592,  龙溪股份,  2002-08-05,600592.SS
600593,  大连圣亚,600593,  大连圣亚,  2002-07-11,600593.SS
600594,  益佰制药,600594,  益佰制药,  2004-03-23,600594.SS
600595,  *ST中孚,600595,  *ST中孚,  2002-06-26,600595.SS
600596,  新安股份,600596,  新安股份,  2001-09-06,600596.SS
600597,  光明乳业,600597,  光明乳业,  2002-08-28,600597.SS
600598,  北大荒,600598,  北大荒,  2002-03-29,600598.SS
600599,  *ST熊猫,600599,  *ST熊猫,  2001-08-28,600599.SS
600600,  青岛啤酒,600600,  青岛啤酒,  1993-08-27,600600.SS
600601,  方正科技,600601,  方正科技,  1990-12-19,600601.SS
600602,  云赛智联,600602,  云赛智联,  1990-12-19,600602.SS
600603,  广汇物流,600603,  广汇物流,  1992-01-13,600603.SS
600604,  市北高新,600604,  市北高新,  1992-03-27,600604.SS
600605,  汇通能源,600605,  汇通能源,  1992-03-27,600605.SS
600606,  绿地控股,600606,  绿地控股,  1992-03-27,600606.SS
600608,  ST沪科,600608,  ST沪科,  1992-03-27,600608.SS
600609,  金杯汽车,600609,  金杯汽车,  1992-07-24,600609.SS
600610,  ST毅达,600610,  ST毅达,  1992-08-05,600610.SS
600611,  大众交通,600611,  大众交通,  1992-08-07,600611.SS
600612,  老凤祥,600612,  老凤祥,  1992-08-14,600612.SS
600613,  神奇制药,600613,  神奇制药,  1992-08-20,600613.SS
600615,  丰华股份,600615,  丰华股份,  1992-09-10,600615.SS
600616,  金枫酒业,600616,  金枫酒业,  1992-09-29,600616.SS
600617,  国新能源,600617,  国新能源,  1992-10-13,600617.SS
600618,  氯碱化工,600618,  氯碱化工,  1992-11-13,600618.SS
600619,  海立股份,600619,  海立股份,  1992-11-13,600619.SS
600620,  天宸股份,600620,  天宸股份,  1992-11-17,600620.SS
600621,  华鑫股份,600621,  华鑫股份,  1992-12-02,600621.SS
600622,  光大嘉宝,600622,  光大嘉宝,  1992-12-03,600622.SS
600623,  华谊集团,600623,  华谊集团,  1992-12-04,600623.SS
600624,  复旦复华,600624,  复旦复华,  1993-01-05,600624.SS
600626,  申达股份,600626,  申达股份,  1993-01-07,600626.SS
600628,  新世界,600628,  新世界,  1993-01-09,600628.SS
600629,  华建集团,600629,  华建集团,  1993-02-09,600629.SS
600630,  龙头股份,600630,  龙头股份,  1993-02-09,600630.SS
600633,  浙数文化,600633,  浙数文化,  1993-03-04,600633.SS
600635,  大众公用,600635,  大众公用,  1993-03-04,600635.SS
600636,  国新文化,600636,  国新文化,  1993-03-16,600636.SS
600637,  东方明珠,600637,  东方明珠,  1993-03-16,600637.SS
600638,  新黄浦,600638,  新黄浦,  1993-03-26,600638.SS
600639,  浦东金桥,600639,  浦东金桥,  1993-03-26,600639.SS
600640,  号百控股,600640,  号百控股,  1993-04-07,600640.SS
600641,  万业企业,600641,  万业企业,  1993-04-07,600641.SS
600642,  申能股份,600642,  申能股份,  1993-04-16,600642.SS
600643,  爱建集团,600643,  爱建集团,  1993-04-26,600643.SS
600644,  乐山电力,600644,  乐山电力,  1993-04-26,600644.SS
600645,  中源协和,600645,  中源协和,  1993-05-04,600645.SS
600647,  同达创业,600647,  同达创业,  1993-05-04,600647.SS
600648,  外高桥,600648,  外高桥,  1993-05-04,600648.SS
600649,  城投控股,600649,  城投控股,  1993-05-18,600649.SS
600650,  锦江投资,600650,  锦江投资,  1993-06-07,600650.SS
600651,  *ST飞乐,600651,  *ST飞乐,  1986-09-26,600651.SS
600652,  ST游久,600652,  ST游久,  1990-12-19,600652.SS
600653,  申华控股,600653,  申华控股,  1990-12-19,600653.SS
600654,  ST中安,600654,  ST中安,  1990-12-19,600654.SS
600655,  豫园股份,600655,  豫园股份,  1992-09-02,600655.SS
600657,  信达地产,600657,  信达地产,  1993-05-24,600657.SS
600658,  电子城,600658,  电子城,  1993-05-24,600658.SS
600660,  福耀玻璃,600660,  福耀玻璃,  1993-06-10,600660.SS
600661,  昂立教育,600661,  昂立教育,  1993-06-14,600661.SS
600662,  强生控股,600662,  强生控股,  1993-06-14,600662.SS
600663,  陆家嘴,600663,  陆家嘴,  1993-06-28,600663.SS
600664,  哈药股份,600664,  哈药股份,  1993-06-29,600664.SS
600665,  天地源,600665,  天地源,  1993-07-09,600665.SS
600666,  ST瑞德,600666,  ST瑞德,  1993-07-12,600666.SS
600667,  太极实业,600667,  太极实业,  1993-07-28,600667.SS
600668,  尖峰集团,600668,  尖峰集团,  1993-07-28,600668.SS
600671,  *ST目药,600671,  *ST目药,  1993-08-23,600671.SS
600673,  东阳光,600673,  东阳光,  1993-09-17,600673.SS
600674,  川投能源,600674,  川投能源,  1993-09-24,600674.SS
600675,  中华企业,600675,  中华企业,  1993-09-24,600675.SS
600676,  交运股份,600676,  交运股份,  1993-09-28,600676.SS
600678,  四川金顶,600678,  四川金顶,  1993-10-08,600678.SS
600679,  上海凤凰,600679,  上海凤凰,  1993-10-08,600679.SS
600681,  百川能源,600681,  百川能源,  1993-10-18,600681.SS
600682,  南京新百,600682,  南京新百,  1993-10-18,600682.SS
600683,  京投发展,600683,  京投发展,  1993-10-25,600683.SS
600684,  珠江实业,600684,  珠江实业,  1993-10-28,600684.SS
600685,  中船防务,600685,  中船防务,  1993-10-28,600685.SS
600686,  金龙汽车,600686,  金龙汽车,  1993-11-08,600686.SS
600687,  退市刚泰,600687,  退市刚泰,  1993-11-08,600687.SS
600688,  上海石化,600688,  上海石化,  1993-11-08,600688.SS
600689,  上海三毛,600689,  上海三毛,  1993-11-08,600689.SS
600690,  海尔智家,600690,  海尔智家,  1993-11-19,600690.SS
600691,  阳煤化工,600691,  阳煤化工,  1993-11-19,600691.SS
600692,  亚通股份,600692,  亚通股份,  1993-11-19,600692.SS
600693,  东百集团,600693,  东百集团,  1993-11-22,600693.SS
600694,  大商股份,600694,  大商股份,  1993-11-22,600694.SS
600695,  绿庭投资,600695,  绿庭投资,  1993-11-22,600695.SS
600696,  ST岩石,600696,  ST岩石,  1993-12-06,600696.SS
600697,  欧亚集团,600697,  欧亚集团,  1993-12-06,600697.SS
600698,  ST天雁,600698,  ST天雁,  1993-12-06,600698.SS
600699,  均胜电子,600699,  均胜电子,  1993-12-06,600699.SS
600702,  ST舍得,600702,  ST舍得,  1996-05-24,600702.SS
600703,  三安光电,600703,  三安光电,  1996-05-28,600703.SS
600704,  物产中大,600704,  物产中大,  1996-06-06,600704.SS
600705,  中航资本,600705,  中航资本,  1996-05-16,600705.SS
600706,  曲江文旅,600706,  曲江文旅,  1996-05-16,600706.SS
600707,  彩虹股份,600707,  彩虹股份,  1996-05-20,600707.SS
600708,  光明地产,600708,  光明地产,  1996-06-06,600708.SS
600710,  苏美达,600710,  苏美达,  1996-07-01,600710.SS
600711,  盛屯矿业,600711,  盛屯矿业,  1996-05-31,600711.SS
600712,  南宁百货,600712,  南宁百货,  1996-06-26,600712.SS
600713,  南京医药,600713,  南京医药,  1996-07-01,600713.SS
600714,  金瑞矿业,600714,  金瑞矿业,  1996-06-06,600714.SS
600715,  文投控股,600715,  文投控股,  1996-07-01,600715.SS
600716,  凤凰股份,600716,  凤凰股份,  1996-07-02,600716.SS
600717,  天津港,600717,  天津港,  1996-06-14,600717.SS
600718,  东软集团,600718,  东软集团,  1996-06-18,600718.SS
600719,  大连热电,600719,  大连热电,  1996-07-16,600719.SS
600720,  祁连山,600720,  祁连山,  1996-07-16,600720.SS
600721,  ST百花,600721,  ST百花,  1996-06-26,600721.SS
600722,  金牛化工,600722,  金牛化工,  1996-06-26,600722.SS
600723,  首商股份,600723,  首商股份,  1996-07-16,600723.SS
600724,  宁波富达,600724,  宁波富达,  1996-07-16,600724.SS
600725,  ST云维,600725,  ST云维,  1996-07-02,600725.SS
600726,  华电能源,600726,  华电能源,  1996-07-01,600726.SS
600727,  鲁北化工,600727,  鲁北化工,  1996-07-02,600727.SS
600728,  佳都科技,600728,  佳都科技,  1996-07-16,600728.SS
600729,  重庆百货,600729,  重庆百货,  1996-07-02,600729.SS
600730,  中国高科,600730,  中国高科,  1996-07-26,600730.SS
600731,  湖南海利,600731,  湖南海利,  1996-08-02,600731.SS
600732,  爱旭股份,600732,  爱旭股份,  1996-08-16,600732.SS
600733,  北汽蓝谷,600733,  北汽蓝谷,  1996-08-16,600733.SS
600734,  *ST实达,600734,  *ST实达,  1996-08-08,600734.SS
600735,  新华锦,600735,  新华锦,  1996-07-26,600735.SS
600736,  苏州高新,600736,  苏州高新,  1996-08-15,600736.SS
600737,  中粮糖业,600737,  中粮糖业,  1996-07-31,600737.SS
600738,  丽尚国潮,600738,  丽尚国潮,  1996-08-02,600738.SS
600739,  辽宁成大,600739,  辽宁成大,  1996-08-19,600739.SS
600740,  山西焦化,600740,  山西焦化,  1996-08-08,600740.SS
600741,  华域汽车,600741,  华域汽车,  1996-08-26,600741.SS
600742,  一汽富维,600742,  一汽富维,  1996-08-26,600742.SS
600743,  华远地产,600743,  华远地产,  1996-09-09,600743.SS
600744,  华银电力,600744,  华银电力,  1996-09-05,600744.SS
600745,  闻泰科技,600745,  闻泰科技,  1996-08-28,600745.SS
600746,  江苏索普,600746,  江苏索普,  1996-09-18,600746.SS
600748,  上实发展,600748,  上实发展,  1996-09-25,600748.SS
600749,  西藏旅游,600749,  西藏旅游,  1996-10-15,600749.SS
600750,  江中药业,600750,  江中药业,  1996-09-23,600750.SS
600751,  海航科技,600751,  海航科技,  1996-09-09,600751.SS
600753,  东方银星,600753,  东方银星,  1996-09-27,600753.SS
600754,  锦江酒店,600754,  锦江酒店,  1996-10-11,600754.SS
600755,  厦门国贸,600755,  厦门国贸,  1996-10-03,600755.SS
600756,  浪潮软件,600756,  浪潮软件,  1996-09-23,600756.SS
600757,  长江传媒,600757,  长江传媒,  1996-10-03,600757.SS
600758,  辽宁能源,600758,  辽宁能源,  1996-10-29,600758.SS
600759,  洲际油气,600759,  洲际油气,  1996-10-08,600759.SS
600760,  中航沈飞,600760,  中航沈飞,  1996-10-11,600760.SS
600761,  安徽合力,600761,  安徽合力,  1996-10-09,600761.SS
600763,  通策医疗,600763,  通策医疗,  1996-10-30,600763.SS
600764,  中国海防,600764,  中国海防,  1996-11-04,600764.SS
600765,  中航重机,600765,  中航重机,  1996-11-06,600765.SS
600766,  园城黄金,600766,  园城黄金,  1996-10-28,600766.SS
600767,  ST运盛,600767,  ST运盛,  1996-11-15,600767.SS
600768,  宁波富邦,600768,  宁波富邦,  1996-11-11,600768.SS
600769,  祥龙电业,600769,  祥龙电业,  1996-11-01,600769.SS
600770,  综艺股份,600770,  综艺股份,  1996-11-20,600770.SS
600771,  广誉远,600771,  广誉远,  1996-11-05,600771.SS
600773,  西藏城投,600773,  西藏城投,  1996-11-08,600773.SS
600774,  汉商集团,600774,  汉商集团,  1996-11-08,600774.SS
600775,  南京熊猫,600775,  南京熊猫,  1996-11-18,600775.SS
600776,  东方通信,600776,  东方通信,  1996-11-26,600776.SS
600777,  新潮能源,600777,  新潮能源,  1996-11-21,600777.SS
600778,  友好集团,600778,  友好集团,  1996-12-03,600778.SS
600779,  水井坊,600779,  水井坊,  1996-12-06,600779.SS
600780,  通宝能源,600780,  通宝能源,  1996-12-05,600780.SS
600781,  *ST辅仁,600781,  *ST辅仁,  1996-12-18,600781.SS
600782,  新钢股份,600782,  新钢股份,  1996-12-25,600782.SS
600783,  鲁信创投,600783,  鲁信创投,  1996-12-25,600783.SS
600784,  鲁银投资,600784,  鲁银投资,  1996-12-25,600784.SS
600785,  新华百货,600785,  新华百货,  1997-01-08,600785.SS
600787,  中储股份,600787,  中储股份,  1997-01-21,600787.SS
600789,  鲁抗医药,600789,  鲁抗医药,  1997-02-26,600789.SS
600790,  轻纺城,600790,  轻纺城,  1997-02-28,600790.SS
600791,  京能置业,600791,  京能置业,  1997-01-30,600791.SS
600792,  云煤能源,600792,  云煤能源,  1997-01-23,600792.SS
600793,  宜宾纸业,600793,  宜宾纸业,  1997-02-20,600793.SS
600794,  保税科技,600794,  保税科技,  1997-03-06,600794.SS
600795,  国电电力,600795,  国电电力,  1997-03-18,600795.SS
600796,  钱江生化,600796,  钱江生化,  1997-04-08,600796.SS
600797,  浙大网新,600797,  浙大网新,  1997-04-18,600797.SS
600798,  宁波海运,600798,  宁波海运,  1997-04-23,600798.SS
600800,  渤海化学,600800,  渤海化学,  1993-12-06,600800.SS
600801,  华新水泥,600801,  华新水泥,  1994-01-03,600801.SS
600802,  福建水泥,600802,  福建水泥,  1994-01-03,600802.SS
600803,  新奥股份,600803,  新奥股份,  1994-01-03,600803.SS
600804,  鹏博士,600804,  鹏博士,  1994-01-03,600804.SS
600805,  悦达投资,600805,  悦达投资,  1994-01-03,600805.SS
600807,  济南高新,600807,  济南高新,  1994-01-03,600807.SS
600808,  马钢股份,600808,  马钢股份,  1994-01-06,600808.SS
600809,  山西汾酒,600809,  山西汾酒,  1994-01-06,600809.SS
600810,  神马股份,600810,  神马股份,  1994-01-06,600810.SS
600811,  东方集团,600811,  东方集团,  1994-01-06,600811.SS
600812,  华北制药,600812,  华北制药,  1994-01-14,600812.SS
600814,  杭州解百,600814,  杭州解百,  1994-01-14,600814.SS
600815,  *ST厦工,600815,  *ST厦工,  1994-01-28,600815.SS
600816,  *ST安信,600816,  *ST安信,  1994-01-28,600816.SS
600817,  ST宏盛,600817,  ST宏盛,  1994-01-28,600817.SS
600818,  中路股份,600818,  中路股份,  1994-01-28,600818.SS
600819,  耀皮玻璃,600819,  耀皮玻璃,  1994-01-28,600819.SS
600820,  隧道股份,600820,  隧道股份,  1994-01-28,600820.SS
600821,  *ST劝业,600821,  *ST劝业,  1994-01-28,600821.SS
600822,  上海物贸,600822,  上海物贸,  1994-02-04,600822.SS
600823,  世茂股份,600823,  世茂股份,  1994-02-04,600823.SS
600824,  益民集团,600824,  益民集团,  1994-02-04,600824.SS
600825,  新华传媒,600825,  新华传媒,  1994-02-04,600825.SS
600826,  兰生股份,600826,  兰生股份,  1994-02-04,600826.SS
600827,  百联股份,600827,  百联股份,  1994-02-04,600827.SS
600828,  茂业商业,600828,  茂业商业,  1994-02-24,600828.SS
600829,  人民同泰,600829,  人民同泰,  1994-02-24,600829.SS
600830,  香溢融通,600830,  香溢融通,  1994-02-24,600830.SS
600831,  广电网络,600831,  广电网络,  1994-02-24,600831.SS
600833,  第一医药,600833,  第一医药,  1994-02-24,600833.SS
600834,  申通地铁,600834,  申通地铁,  1994-02-24,600834.SS
600835,  上海机电,600835,  上海机电,  1994-02-24,600835.SS
600836,  *ST界龙,600836,  *ST界龙,  1994-02-24,600836.SS
600837,  海通证券,600837,  海通证券,  1994-02-24,600837.SS
600838,  上海九百,600838,  上海九百,  1994-02-24,600838.SS
600839,  四川长虹,600839,  四川长虹,  1994-03-11,600839.SS
600841,  上柴股份,600841,  上柴股份,  1994-03-11,600841.SS
600843,  上工申贝,600843,  上工申贝,  1994-03-11,600843.SS
600844,  丹化科技,600844,  丹化科技,  1994-03-11,600844.SS
600845,  宝信软件,600845,  宝信软件,  1994-03-11,600845.SS
600846,  同济科技,600846,  同济科技,  1994-03-11,600846.SS
600847,  万里股份,600847,  万里股份,  1994-03-24,600847.SS
600848,  上海临港,600848,  上海临港,  1994-03-24,600848.SS
600850,  华东电脑,600850,  华东电脑,  1994-03-24,600850.SS
600851,  海欣股份,600851,  海欣股份,  1994-04-04,600851.SS
600853,  龙建股份,600853,  龙建股份,  1994-04-04,600853.SS
600854,  春兰股份,600854,  春兰股份,  1994-04-25,600854.SS
600855,  航天长峰,600855,  航天长峰,  1994-04-25,600855.SS
600856,  *ST中天,600856,  *ST中天,  1994-04-25,600856.SS
600857,  宁波中百,600857,  宁波中百,  1994-04-25,600857.SS
600858,  银座股份,600858,  银座股份,  1994-05-06,600858.SS
600859,  王府井,600859,  王府井,  1994-05-06,600859.SS
600860,  *ST京城,600860,  *ST京城,  1994-05-06,600860.SS
600861,  北京城乡,600861,  北京城乡,  1994-05-20,600861.SS
600862,  中航高科,600862,  中航高科,  1994-05-20,600862.SS
600863,  内蒙华电,600863,  内蒙华电,  1994-05-20,600863.SS
600864,  哈投股份,600864,  哈投股份,  1994-08-09,600864.SS
600865,  百大集团,600865,  百大集团,  1994-08-09,600865.SS
600866,  星湖科技,600866,  星湖科技,  1994-08-18,600866.SS
600867,  通化东宝,600867,  通化东宝,  1994-08-24,600867.SS
600868,  梅雁吉祥,600868,  梅雁吉祥,  1994-09-12,600868.SS
600869,  远东股份,600869,  远东股份,  1995-02-06,600869.SS
600870,  ST厦华,600870,  ST厦华,  1995-02-28,600870.SS
600871,  石化油服,600871,  石化油服,  1995-04-11,600871.SS
600872,  中炬高新,600872,  中炬高新,  1995-01-24,600872.SS
600873,  梅花生物,600873,  梅花生物,  1995-02-17,600873.SS
600874,  创业环保,600874,  创业环保,  1995-06-30,600874.SS
600875,  东方电气,600875,  东方电气,  1995-10-10,600875.SS
600876,  洛阳玻璃,600876,  洛阳玻璃,  1995-10-31,600876.SS
600877,  ST电能,600877,  ST电能,  1995-10-13,600877.SS
600879,  航天电子,600879,  航天电子,  1995-11-15,600879.SS
600880,  博瑞传播,600880,  博瑞传播,  1995-11-15,600880.SS
600881,  亚泰集团,600881,  亚泰集团,  1995-11-15,600881.SS
600882,  妙可蓝多,600882,  妙可蓝多,  1995-12-06,600882.SS
600883,  博闻科技,600883,  博闻科技,  1995-12-08,600883.SS
600884,  杉杉股份,600884,  杉杉股份,  1996-01-30,600884.SS
600885,  宏发股份,600885,  宏发股份,  1996-02-05,600885.SS
600886,  国投电力,600886,  国投电力,  1996-01-18,600886.SS
600887,  伊利股份,600887,  伊利股份,  1996-03-12,600887.SS
600888,  新疆众和,600888,  新疆众和,  1996-02-15,600888.SS
600889,  南京化纤,600889,  南京化纤,  1996-03-08,600889.SS
600890,  中房股份,600890,  中房股份,  1996-03-18,600890.SS
600892,  *ST大晟,600892,  *ST大晟,  1996-03-15,600892.SS
600893,  航发动力,600893,  航发动力,  1996-04-08,600893.SS
600894,  广日股份,600894,  广日股份,  1996-03-28,600894.SS
600895,  张江高科,600895,  张江高科,  1996-04-22,600895.SS
600896,  览海医疗,600896,  览海医疗,  1996-05-03,600896.SS
600897,  厦门空港,600897,  厦门空港,  1996-05-31,600897.SS
600898,  *ST美讯,600898,  *ST美讯,  1996-04-18,600898.SS
600900,  长江电力,600900,  长江电力,  2003-11-18,600900.SS
600901,  江苏租赁,600901,  江苏租赁,  2018-03-01,600901.SS
600903,  贵州燃气,600903,  贵州燃气,  2017-11-07,600903.SS
600908,  无锡银行,600908,  无锡银行,  2016-09-23,600908.SS
600909,  华安证券,600909,  华安证券,  2016-12-06,600909.SS
600916,  中国黄金,600916,  中国黄金,  2021-02-05,600916.SS
600917,  重庆燃气,600917,  重庆燃气,  2014-09-30,600917.SS
600918,  中泰证券,600918,  中泰证券,  2020-06-03,600918.SS
600919,  江苏银行,600919,  江苏银行,  2016-08-02,600919.SS
600926,  杭州银行,600926,  杭州银行,  2016-10-27,600926.SS
600928,  西安银行,600928,  西安银行,  2019-03-01,600928.SS
600929,  雪天盐业,600929,  雪天盐业,  2018-03-26,600929.SS
600933,  爱柯迪,600933,  爱柯迪,  2017-11-17,600933.SS
600936,  广西广电,600936,  广西广电,  2016-08-15,600936.SS
600939,  重庆建工,600939,  重庆建工,  2017-02-21,600939.SS
600956,  新天绿能,600956,  新天绿能,  2020-06-29,600956.SS
600958,  东方证券,600958,  东方证券,  2015-03-23,600958.SS
600959,  江苏有线,600959,  江苏有线,  2015-04-28,600959.SS
600960,  渤海汽车,600960,  渤海汽车,  2004-04-07,600960.SS
600961,  株冶集团,600961,  株冶集团,  2004-08-30,600961.SS
600962,  国投中鲁,600962,  国投中鲁,  2004-06-22,600962.SS
600963,  岳阳林纸,600963,  岳阳林纸,  2004-05-25,600963.SS
600965,  福成股份,600965,  福成股份,  2004-07-13,600965.SS
600966,  博汇纸业,600966,  博汇纸业,  2004-06-08,600966.SS
600967,  内蒙一机,600967,  内蒙一机,  2004-05-18,600967.SS
600968,  海油发展,600968,  海油发展,  2019-06-26,600968.SS
600969,  郴电国际,600969,  郴电国际,  2004-04-08,600969.SS
600970,  中材国际,600970,  中材国际,  2005-04-12,600970.SS
600971,  恒源煤电,600971,  恒源煤电,  2004-08-17,600971.SS
600973,  宝胜股份,600973,  宝胜股份,  2004-08-02,600973.SS
600975,  新五丰,600975,  新五丰,  2004-06-09,600975.SS
600976,  健民集团,600976,  健民集团,  2004-04-19,600976.SS
600977,  中国电影,600977,  中国电影,  2016-08-09,600977.SS
600978,  *ST宜生,600978,  *ST宜生,  2004-08-24,600978.SS
600979,  广安爱众,600979,  广安爱众,  2004-09-06,600979.SS
600980,  北矿科技,600980,  北矿科技,  2004-05-12,600980.SS
600981,  汇鸿集团,600981,  汇鸿集团,  2004-06-30,600981.SS
600982,  宁波能源,600982,  宁波能源,  2004-07-06,600982.SS
600983,  惠而浦,600983,  惠而浦,  2004-07-27,600983.SS
600984,  建设机械,600984,  建设机械,  2004-07-07,600984.SS
600985,  淮北矿业,600985,  淮北矿业,  2004-04-28,600985.SS
600986,  浙文互联,600986,  浙文互联,  2004-04-26,600986.SS
600987,  航民股份,600987,  航民股份,  2004-08-09,600987.SS
600988,  赤峰黄金,600988,  赤峰黄金,  2004-04-14,600988.SS
600989,  宝丰能源,600989,  宝丰能源,  2019-05-16,600989.SS
600990,  四创电子,600990,  四创电子,  2004-05-10,600990.SS
600992,  贵绳股份,600992,  贵绳股份,  2004-05-14,600992.SS
600993,  马应龙,600993,  马应龙,  2004-05-17,600993.SS
600995,  文山电力,600995,  文山电力,  2004-06-15,600995.SS
600996,  贵广网络,600996,  贵广网络,  2016-12-26,600996.SS
600997,  开滦股份,600997,  开滦股份,  2004-06-02,600997.SS
600998,  九州通,600998,  九州通,  2010-11-02,600998.SS
600999,  招商证券,600999,  招商证券,  2009-11-17,600999.SS
601000,  唐山港,601000,  唐山港,  2010-07-05,601000.SS
601001,  晋控煤业,601001,  晋控煤业,  2006-06-23,601001.SS
601002,  晋亿实业,601002,  晋亿实业,  2007-01-26,601002.SS
601003,  柳钢股份,601003,  柳钢股份,  2007-02-27,601003.SS
601005,  重庆钢铁,601005,  重庆钢铁,  2007-02-28,601005.SS
601006,  大秦铁路,601006,  大秦铁路,  2006-08-01,601006.SS
601007,  金陵饭店,601007,  金陵饭店,  2007-04-06,601007.SS
601008,  连云港,601008,  连云港,  2007-04-26,601008.SS
601009,  南京银行,601009,  南京银行,  2007-07-19,601009.SS
601010,  文峰股份,601010,  文峰股份,  2011-06-03,601010.SS
601011,  宝泰隆,601011,  宝泰隆,  2011-03-09,601011.SS
601012,  隆基股份,601012,  隆基股份,  2012-04-11,601012.SS
601015,  陕西黑猫,601015,  陕西黑猫,  2014-11-05,601015.SS
601016,  节能风电,601016,  节能风电,  2014-09-29,601016.SS
601018,  宁波港,601018,  宁波港,  2010-09-28,601018.SS
601019,  山东出版,601019,  山东出版,  2017-11-22,601019.SS
601020,  华钰矿业,601020,  华钰矿业,  2016-03-16,601020.SS
601021,  春秋航空,601021,  春秋航空,  2015-01-21,601021.SS
