板块,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址,Symbol
主板,福建闽东电力股份有限公司,"FUJIAN MINDONG ELECTRIC POWER CO.,LTD",福建省宁德市蕉城区蕉城南路68号东晟泰丽园1号楼3层,000993,闽东电力,2000-07-31,"457,951,455","439,747,572",,,,0,0,华东,福建,宁德市,D 水电煤气,www.mdep.com.cn,000993.SZ
主板,甘肃皇台酒业股份有限公司,"GANSU HUANGTAI WINE―MARKETING INDUSTRY CO.,LTD",甘肃省武威市新建路55号,000995,皇台酒业,2000-08-07,"177,408,000","177,408,000",,,,0,0,西北,甘肃,武威市,C 制造业,www.huangtaichina.com,000995.SZ
主板,中国中期投资股份有限公司,CHINA CIFCO INVESTMENT CO.，LTD,北京市朝阳区建国门外光华路14号1幢1层8号,000996,中国中期,2000-07-18,"345,000,000","345,000,000",,,,0,0,华北,北京,北京市,F 批发零售,www.cifco996.com,000996.SZ
主板,新大陆数字技术股份有限公司,"Newland Digital Technology Co.,Ltd.",福建省福州市马尾区儒江西路1号,000997,新 大 陆,2000-08-07,"1,050,441,717","1,027,430,526",,,,0,0,华东,福建,福州市,I 信息技术,www.newlandcomputer.com,000997.SZ
主板,袁隆平农业高科技股份有限公司,"YUAN LONGPING HIGH-TECH AGRICULTURE CO.,LTD",湖南省长沙市芙蓉区合平路638号,000998,隆平高科,2000-12-11,"1,316,970,298","1,061,871,877",,,,0,0,华中,湖南,长沙市,A 农林牧渔,www.lpht.com.cn,000998.SZ
主板,华润三九医药股份有限公司,"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd.",广东省深圳市龙华区观湖街道观澜高新园区观清路1号,000999,华润三九,2000-03-09,"978,900,000","978,395,308",,,,0,0,华南,广东,深圳市,C 制造业,www.999.com.cn,000999.SZ
主板,重庆宗申动力机械股份有限公司,"CHONGQING ZONGSHEN POWER MACHINERY CO.,LTD",重庆市巴南区炒油场,001696,宗申动力,1997-03-06,"1,145,026,920","879,208,499",,,,0,0,西南,重庆,重庆市,C 制造业,www.zsengine.com,001696.SZ
主板,招商局港口集团股份有限公司,"China Merchants Port Group Co., Ltd.",广东省深圳市南山区招商街道工业三路一号招商局港口大厦23-25楼,001872,招商港口,1993-05-05,"1,742,469,694","593,820,070",201872,招港B,1993-05-05,"179,895,430","179,889,040",华南,广东,深圳市,G 运输仓储,www.szcwh.com,001872.SZ
主板,河南豫能控股股份有限公司,"HENAN YUNENG HOLDINGS CO., LTD",河南省郑州市金水区农业路东41号B座8-12层,001896,豫能控股,1998-01-22,"1,150,587,847","1,150,587,847",,,,0,0,华中,河南,郑州市,D 水电煤气,www.yuneng.com.cn,001896.SZ
主板,招商局积余产业运营服务股份有限公司,"China Merchants Property Operation & Service Co., Ltd.",广东省深圳市福田区振华路163号飞亚达大厦六楼,001914,招商积余,1994-09-28,"1,060,346,060","666,832,366",,,,0,0,华南,广东,深圳市,K 房地产,www.cmpo1914.com,001914.SZ
主板,招商局公路网络科技控股股份有限公司,"China Merchants Expressway Network & Technology Holdings Co., Ltd.",天津自贸试验区市(东疆保税港区)鄂尔多斯路599号东疆商务中心A3楼910,001965,招商公路,2017-12-25,"6,178,228,545","1,932,802,665",,,,0,0,华北,天津,天津市,G 运输仓储,www.cmexpressway.com,001965.SZ
主板,招商局蛇口工业区控股股份有限公司,"CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS CO.,LTD",广东省深圳南山区蛇口兴华路6号南海意库3号楼,001979,招商蛇口,2015-12-30,"7,923,242,592","7,921,678,833",,,,0,0,华南,广东,深圳市,K 房地产,www.shekou.com,001979.SZ
