板块,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址,Symbol
主板,恒逸石化股份有限公司,"HENGYI PETROCHEMICAL CO., LTD",广西壮族自治区北海市北海大道西16号海富大厦第七层G号,000703,恒逸石化,1997-03-28,"3,681,645,407","3,382,447,251",,,,0,0,华南,广西,北海市,C 制造业,www.hengyishihua.com,000703.SZ
主板,浙江震元股份有限公司,"ZHEJIANG ZHENYUAN SHARE CO.,LTD.",浙江省绍兴市稽山街道延安东路558号,000705,浙江震元,1997-04-10,"334,123,286","281,972,076",,,,0,0,华东,浙江,绍兴市,F 批发零售,www.zjzy.com,000705.SZ
主板,湖北双环科技股份有限公司,"HUBEI SHUANGHUAN SCIENCE AND TECHNOLOGYSTOCK CO.,LTD",湖北省应城市东马坊团结大道26号,000707,ST双环,1997-04-15,"464,145,765","464,113,665",,,,0,0,华中,湖北,孝感市,C 制造业,www.hbshkj.cn,000707.SZ
主板,中信泰富特钢集团股份有限公司,"CITIC Pacific Special Steel Group Co., Ltd",湖北省黄石市黄石大道316号,000708,中信特钢,1997-03-26,"5,047,143,433","1,259,156,149",,,,0,0,华中,湖北,黄石市,C 制造业,www.dayesteel.com.cn,000708.SZ
主板,河钢股份有限公司,HBIS COMPANY LIMITED,河北省石家庄市体育南大街385号,000709,河钢股份,1997-04-16,"10,618,607,852","10,616,892,601",,,,0,0,华北,河北,石家庄市,C 制造业,www.hebgtgf.com,000709.SZ
主板,成都市贝瑞和康基因技术股份有限公司,"Berry Genomics Co.,Ltd",四川省成都市经济技术开发区（龙泉驿区）成都汽车城大道333号,000710,贝瑞基因,1997-04-22,"354,605,865","297,708,290",,,,0,0,西南,四川,成都市,M 科研服务,www.txyb.com.cn,000710.SZ
主板,京蓝科技股份有限公司,"Kingland Technology Co.,Ltd.",黑龙江省哈尔滨市南岗区经济技术开发区,000711,京蓝科技,1997-04-11,"1,023,667,816","821,865,026",,,,0,0,东北,黑龙江,哈尔滨市,E 建筑业,www.kinglandgroup.com,000711.SZ
主板,广东锦龙发展股份有限公司,GUANGDONG GOLDEN DRAGON DEVELOPMENT INC.,广东省东莞市凤岗镇雁田东深二路66号天安数码城S3栋19楼03单元,000712,锦龙股份,1997-04-15,"896,000,000","795,996,797",,,,0,0,华南,广东,东莞市,J 金融业,www.jlgf.com,000712.SZ
主板,合肥丰乐种业股份有限公司,"HEFEI FENGLE SEED CO.,LTD.",安徽省合肥市蜀山区创业大道4号,000713,丰乐种业,1997-04-22,"438,582,129","399,248,262",,,,0,0,华东,安徽,合肥市,A 农林牧渔,www.fengle.com.cn,000713.SZ
主板,中兴-沈阳商业大厦(集团)股份有限公司,"ZHONGXING SHENYANG COMMERCIAL BUILDING GROUP CO.,LTD",辽宁省沈阳市和平区太原北街86号,000715,中兴商业,1997-05-08,"415,718,940","415,059,494",,,,0,0,东北,辽宁,沈阳市,F 批发零售,www.zxbusiness.com,000715.SZ
主板,南方黑芝麻集团股份有限公司,NANFANG BLACK SESAME GR0UP CO.，LTD,广西壮族自治区容县城南工业集中区黑五类产业园,000716,黑芝麻,1997-04-18,"743,999,550","667,328,682",,,,0,0,华南,广西,南宁市,C 制造业,www.nanfangfood.com,000716.SZ
主板,广东韶钢松山股份有限公司,"SGIS Songshan Co., Ltd.",广东省韶关市曲江区马坝,000717,韶钢松山,1997-05-08,"2,419,524,410","2,419,524,410",,,,0,0,华南,广东,韶关市,C 制造业,www.sgss.com.cn,000717.SZ
主板,苏宁环球股份有限公司,"Suning Universal Co.,Ltd.",吉林省吉林经济技术开发区九站街718号,000718,苏宁环球,1997-04-08,"3,034,636,384","2,289,301,399",,,,0,0,东北,吉林,吉林市,K 房地产,www.suning-universal.com,000718.SZ
主板,中原大地传媒股份有限公司,"Central China Land Media CO.,LTD",河南省焦作市塔南路45号,000719,中原传媒,1997-03-31,"1,023,203,749","667,147,543",,,,0,0,华中,河南,焦作市,R 文化传播,www.zyddcm.com,000719.SZ
主板,山东新能泰山发电股份有限公司,"SHANDONG XINNENG TAISHAN POWER GENERATION CO.,LTD.",山东省泰安市泰山区普照寺路5号,000720,新能泰山,1997-05-09,"1,289,650,962","863,460,000",,,,0,0,华东,山东,泰安市,K 房地产,www.xntsgs.com,000720.SZ
主板,西安饮食股份有限公司,"Xi""AN  CATERING  CO., LTD.",陕西省西安市曲江新区雁翔路3001号华商传媒文化中心2号楼14层,000721,西安饮食,1997-04-30,"499,055,920","435,952,795",,,,0,0,西北,陕西,西安市,H 住宿餐饮,www.xcsg.com,000721.SZ
主板,湖南发展集团股份有限公司,"HUNAN DEVELOPMENT GROUP CO.,LTD",湖南省长沙市天心区芙蓉中路三段142号光大发展大厦2708,000722,湖南发展,1997-05-22,"464,158,282","464,158,282",,,,0,0,华中,湖南,衡阳市,D 水电煤气,www.hnfzgf.com,000722.SZ
主板,山西美锦能源股份有限公司,SHANXI MEIJIN ENERGY CO.，LTD,山西省太原市清徐县贯中大厦,000723,美锦能源,1997-05-15,"4,274,218,048","3,774,104,004",,,,0,0,华北,山西,太原市,C 制造业,www.mjenergy.cn,000723.SZ
主板,京东方科技集团股份有限公司,"BOE TECHNOLOGY GROUP CO., LTD",北京市朝阳区酒仙桥路10号,000725,京东方Ａ,2001-01-12,"33,862,285,275","33,537,521,264",200725,京东方Ｂ,1997-06-10,"936,113,488","936,113,488",华北,北京,北京市,C 制造业,www.boe.com.cn,000725.SZ
主板,鲁泰纺织股份有限公司,"LU THAI TEXTILE CO., LTD",山东省淄博市高新技术开发区铭波路11号,000726,鲁  泰Ａ,2000-12-25,"561,895,155","561,282,343",200726,鲁  泰Ｂ,1997-08-19,"296,238,141","177,818,316",华东,山东,淄博市,C 制造业,www.lttc.com.cn,000726.SZ
主板,南京华东电子信息科技股份有限公司,"NANJING HUADONG ELECTRONICS INFORMATION & TECHNOLOGY CO.,LTD",江苏省南京市栖霞区天佑路7号,000727,*ST东科,1997-05-20,"4,529,566,980","3,419,222,152",,,,0,0,华东,江苏,南京市,C 制造业,www.huadongtech.com,000727.SZ
主板,国元证券股份有限公司,GUOYUAN SECURITIES COMPANY LIMITED,安徽省合肥市梅山路18号,000728,国元证券,1997-06-16,"4,363,777,891","4,291,289,205",,,,0,0,华东,安徽,合肥市,J 金融业,www.gyzq.com.cn,000728.SZ
主板,北京燕京啤酒股份有限公司,"BEIJING YANJING BREWERY CO.,LTD",北京市顺义区双河路9号,000729,燕京啤酒,1997-07-16,"2,818,539,341","2,509,558,118",,,,0,0,华北,北京,北京市,C 制造业,www.yanjing.com.cn,000729.SZ
主板,四川美丰化工股份有限公司,"SICHUAN MEIFENG CHEMICAL INDUSTRY CO., LTD.",四川省射洪县太和镇新阳街87号,000731,四川美丰,1997-06-17,"591,484,352","591,484,352",,,,0,0,西南,四川,遂宁市,C 制造业,www.scmeif.com,000731.SZ
主板,泰禾集团股份有限公司,"THAIHOT GROUP CO.,LTD",福建省三明市梅列区徐碧,000732,泰禾集团,1997-07-04,"2,488,901,440","2,485,871,896",,,,0,0,华东,福建,三明市,K 房地产,www.tahoecn.com,000732.SZ
主板,中国振华(集团)科技股份有限公司,"CHINA ZHENHUA(GROUP) SCIENCE& TECHNOLOGY CO.,LTD",贵州省贵阳市乌当区新添大道北段268号,000733,振华科技,1997-07-03,"514,805,618","514,805,618",,,,0,0,西南,贵州,贵阳市,C 制造业,www.czst.com.cn,000733.SZ
主板,罗牛山股份有限公司,"Luoniushan Co., Ltd.",海南省海口市人民大道50号,000735,罗 牛 山,1997-06-11,"1,151,513,578","1,150,886,809",,,,0,0,华南,海南,海口市,A 农林牧渔,www.luoniushan.com,000735.SZ
主板,中交地产股份有限公司,CCCG Real Estate Corporation Limited,重庆市江北区建新北路86号,000736,中交地产,1997-04-25,"695,433,689","695,431,739",,,,0,0,西南,重庆,重庆市,K 房地产,www.zhongjiaodichan.com,000736.SZ
主板,南风化工集团股份有限公司,"NAFINE CHEMICAL INDUSTRY GROUP CO.,LTD",山西省运城市红旗东街376号,000737,ST南风,1997-04-28,"548,760,000","548,760,000",,,,0,0,华北,山西,运城市,C 制造业,www.nafine.com,000737.SZ
主板,中国航发动力控制股份有限公司,"AECC AERO-ENGINE CONTROL CO.,LTD.",江苏省无锡市滨湖区刘闾路33号,000738,航发控制,1997-06-26,"1,145,642,349","1,145,633,774",,,,0,0,华东,江苏,无锡市,C 制造业,www.aaec.com.cn,000738.SZ
主板,普洛药业股份有限公司,"Apeloa Pharmaceutical Co.,Ltd.",浙江省东阳市横店江南路399号,000739,普洛药业,1997-05-09,"1,178,523,492","1,178,398,671",,,,0,0,华东,浙江,金华市,C 制造业,www.apeloa.com,000739.SZ
主板,国海证券股份有限公司,"SEALAND SECURITIES CO., LTD.",广西壮族自治区桂林市辅星路13号,000750,国海证券,1997-07-09,"5,444,525,514","5,444,519,664",,,,0,0,华南,广西,桂林市,J 金融业,www.ghzq.com.cn,000750.SZ
主板,葫芦岛锌业股份有限公司,"HULUDAO ZINC INDUSTRY CO.,LTD",辽宁省葫芦岛市龙港区锌厂路24号,000751,锌业股份,1997-06-26,"1,409,869,279","1,409,868,267",,,,0,0,东北,辽宁,葫芦岛市,C 制造业,www.hldxygf.com,000751.SZ
主板,西藏发展股份有限公司,"TIBET  DEVELOPMENT CO.,LTD",西藏自治区拉萨市金珠西路格桑林卡A区28-5,000752,*ST西发,1997-06-25,"263,758,491","263,758,491",,,,0,0,西南,西藏,拉萨市,C 制造业,xzfz000752.com,000752.SZ
主板,福建漳州发展股份有限公司,"Fujian Zhangzhou Development Co.,Ltd",福建省漳州市胜利东路漳州发展广场,000753,漳州发展,1997-06-26,"991,481,071","991,481,071",,,,0,0,华东,福建,漳州市,F 批发零售,www.zzdc.com.cn,000753.SZ
主板,山西路桥股份有限公司,"SHANXI ROAD & BRIDGE CO.,LTD.",山西省洪洞县赵城镇,000755,山西路桥,1997-06-27,"469,264,621","469,264,621",,,,0,0,华北,山西,临汾市,G 运输仓储,www.sxsanwei.com,000755.SZ
主板,山东新华制药股份有限公司,SHANDONG XINHUA PHARMACEUTICAL COMPANY LIMITED,山东省淄博市高新技术产业开发区化工区,000756,新华制药,1997-08-06,"432,367,447","431,603,595",,,,0,0,华东,山东,淄博市,C 制造业,www.xhzy.com,000756.SZ
主板,四川浩物机电股份有限公司,"SICHUAN HAOWU ELECTROMECHANICAL CO.,LTD.",四川省内江市市中区汉渝大道1558号,000757,浩物股份,1997-06-27,"664,714,511","511,167,338",,,,0,0,西南,四川,内江市,F 批发零售,www.hwgf757.com,000757.SZ
主板,中国有色金属建设股份有限公司,"China Nonferrous Metal Industry""s Foreign Engineering and Construction Co., Ltd.",北京市丰台区西客站南广场驻京办一号楼B座,000758,中色股份,1997-04-16,"1,969,378,424","1,969,329,094",,,,0,0,华北,北京,北京市,B 采矿业,www.nfc.com.cn,000758.SZ
主板,中百控股集团股份有限公司,"ZHONGBAI HOLDINGS GROUP CO.,LTD.",湖北省武汉市江汉区江汉路129号,000759,中百集团,1997-05-19,"681,021,500","680,611,795",,,,0,0,华中,湖北,武汉市,F 批发零售,www.whzb.com,000759.SZ
主板,斯太尔动力股份有限公司,Steyr Motors corp.,湖北省公安县斗湖堤镇荆江大道178号,000760,*ST斯太,1997-06-27,"771,844,628","654,444,268",,,,0,0,华中,湖北,荆州市,C 制造业,www.hbbothwin.cn,000760.SZ
主板,本钢板材股份有限公司,"BENGANG STEEL PLATES CO.,LTD",辽宁省本溪市平山区人民路16号,000761,本钢板材,1998-01-15,"3,475,838,430","3,475,838,430",200761,本钢板Ｂ,1997-07-08,"400,000,000","400,000,000",东北,辽宁,本溪市,C 制造业,,000761.SZ
主板,西藏矿业发展股份有限公司,"TIBET MINERAL DEVELOPMENT CO.,LTD",西藏自治区拉萨市中和国际城金珠二路8号,000762,西藏矿业,1997-07-08,"520,819,240","520,795,518",,,,0,0,西南,西藏,拉萨市,B 采矿业,,000762.SZ
主板,通化金马药业集团股份有限公司,"TONGHUA GOLDEN-HORSE PHARMACEUTICAL INDUSTRY CO,LTD",吉林省通化市二道江区金马路999号,000766,通化金马,1997-04-30,"966,494,707","706,995,720",,,,0,0,东北,吉林,通化市,C 制造业,www.thjm.cn,000766.SZ
主板,晋能控股山西电力股份有限公司,"Jinneng Holding Shanxi  Electric Power Co.,LTD.",山西省示范区晋阳街南一条10号1幢-1-22层,000767,晋控电力,1997-06-09,"3,076,942,219","2,912,242,405",,,,0,0,华北,山西,太原市,D 水电煤气,www.zhangzepower.com,000767.SZ
主板,中航西安飞机工业集团股份有限公司,"AVIC XI""AN AIRCRAFT INDUSTRY GROUP COMPANY LTD.",陕西省西安市阎良区西飞大道一号,000768,中航西飞,1997-06-26,"2,768,645,071","2,768,639,696",,,,0,0,西北,陕西,西安市,C 制造业,www.aircraft_co.avic.com,000768.SZ
主板,广发证券股份有限公司,"GF SECURITIES CO.,LTD",广东省广州市黄埔区中新广州知识城腾飞一街2号618室,000776,广发证券,1997-06-11,"5,919,291,464","5,919,291,464",,,,0,0,华南,广东,广州市,J 金融业,www.gf.com.cn,000776.SZ
主板,中核苏阀科技实业股份有限公司,"SUFA Technology Industry Co.,Ltd.,CNNC.",江苏省苏州高新区浒关工业园安杨路178号,000777,中核科技,1997-07-10,"383,417,593","383,405,125",,,,0,0,华东,江苏,苏州市,C 制造业,www.chinasufa.com,000777.SZ
主板,新兴铸管股份有限公司,"XINXING DUCTILE IRON PIPES CO., LTD",河北省武安市上洛阳村北(二六七二厂区),000778,新兴铸管,1997-06-06,"3,990,880,176","3,884,895,803",,,,0,0,华北,河北,邯郸市,C 制造业,www.xinxing-pipes.com,000778.SZ
主板,甘肃工程咨询集团股份有限公司,"Gansu Engineering Consulting Group Co., Ltd.",甘肃省兰州市城关区酒泉路16号新业大厦713号,000779,甘咨询,1997-05-28,"380,330,518","175,031,047",,,,0,0,西北,甘肃,兰州市,M 科研服务,www.gsgczx.cn,000779.SZ
主板,内蒙古平庄能源股份有限公司,"Inner Mongolia PingZhuang Energy Resources CO.,LTD",内蒙古自治区赤峰市元宝山区平庄镇哈河街,000780,*ST平能,1997-06-06,"1,014,306,324","1,014,306,324",,,,0,0,华北,内蒙古,赤峰市,B 采矿业,pzny.chnenergy.com.cn,000780.SZ
主板,广东新会美达锦纶股份有限公司,"GUANGDONG XINHUI MEIDA NYLON CO., LTD",广东省江门市新会区会城镇江会路上浅口,000782,美达股份,1997-06-19,"528,139,623","528,135,152",,,,0,0,华南,广东,江门市,C 制造业,www.meidanylon.com,000782.SZ
主板,长江证券股份有限公司,"Changjiang Securities Co., LTD",湖北省武汉市江汉区新华路特8号,000783,长江证券,1997-07-31,"5,529,939,377","5,529,939,377",,,,0,0,华中,湖北,武汉市,J 金融业,www.cjsc.com,000783.SZ
主板,居然之家新零售集团股份有限公司,"EASYHOME NEW RETAIL GROUP CO., LTD",湖北省武汉市武昌区中南路9号,000785,居然之家,1997-07-11,"6,529,036,899","251,093,698",,,,0,0,华中,湖北,武汉市,F 批发零售,www.zhongshang.com.cn,000785.SZ
主板,北新集团建材股份有限公司,BEIJING NEW BUILDING MATERIALS PUBLIC LIMITED COMPANY,北京市海淀区复兴路17号国海广场2号楼15层,000786,北新建材,1997-06-06,"1,689,507,842","1,689,507,842",,,,0,0,华北,北京,北京市,C 制造业,www.bnbm.com.cn,000786.SZ
主板,北大医药股份有限公司,"PKU HealthCare Corp., Ltd.",重庆市北碚区水土镇方正大道21号,000788,北大医药,1997-06-16,"595,987,425","595,987,425",,,,0,0,西南,重庆,重庆市,C 制造业,www.pku-hc.com,000788.SZ
主板,江西万年青水泥股份有限公司,"JIANGXI WANNIANQING CEMENT CO.,LTD",江西省上饶市,000789,万年青,1997-09-23,"797,391,861","797,372,954",,,,0,0,华东,江西,上饶市,C 制造业,www.wnq.com.cn,000789.SZ
主板,成都华神科技集团股份有限公司,"Chengdu huasun technology group Inc., Ltd",四川省成都高新区（西区）蜀新大道1168号2栋1楼101号,000790,华神科技,1998-03-27,"616,360,564","616,360,564",,,,0,0,西南,四川,成都市,C 制造业,www.huasungrp.com,000790.SZ
主板,甘肃电投能源发展股份有限公司,GEPIC Energy Development Co.， Ltd.,中国甘肃省兰州市城关区北滨河东路69号甘肃投资集团大厦,000791,甘肃电投,1997-10-14,"1,359,576,680","1,359,548,680",,,,0,0,西北,甘肃,兰州市,D 水电煤气,www.yoxin.net,000791.SZ
主板,青海盐湖工业股份有限公司,"Qinghai Salt Lake Industry Co., Ltd.",青海省格尔木市黄河路28号,000792,*ST盐湖,1997-09-04,"5,432,876,672","5,428,941,712",,,,0,0,西北,青海,海西蒙古族藏族自治州,C 制造业,www.qhyhgf.com,000792.SZ
主板,华闻传媒投资集团股份有限公司,Huawen Media Group,海南省海口市海甸四东路民生大厦,000793,华闻集团,1997-07-29,"1,997,245,457","1,961,008,615",,,,0,0,华南,海南,海口市,R 文化传播,www.000793.com,000793.SZ
主板,英洛华科技股份有限公司,"INNUOVO TECHNOLOGY CO.,LTD.",山西省太原市万柏林区新晋祠路147号尚德峰国际14层,000795,英洛华,1997-08-08,"1,133,684,103","1,131,407,846",,,,0,0,华北,山西,太原市,C 制造业,www.twin-tower.com,000795.SZ
主板,凯撒同盛发展股份有限公司,"CAISSA  TOSUN  DEVELOPMENT  CO.,LTD.",陕西省宝鸡市渭滨区经二路155号,000796,凯撒旅业,1997-07-03,"803,000,258","802,583,633",,,,0,0,西北,陕西,宝鸡市,L 商务服务,www.caissa.com.cn,000796.SZ
主板,中国武夷实业股份有限公司,"CHINA WUYI CO.,LTD",福建省福州市鼓楼区温泉街道五四路89号置地广场4层,000797,中国武夷,1997-07-15,"1,570,998,213","1,566,239,646",,,,0,0,华东,福建,福州市,K 房地产,www.chinawuyi.com.cn,000797.SZ
主板,中水集团远洋股份有限公司,"CNFC OVERSEAS FISHERIES CO.,LTD",北京市西城区西单民丰胡同31号中水大厦6层,000798,中水渔业,1998-02-12,"319,455,000","319,393,313",,,,0,0,华北,北京,北京市,A 农林牧渔,www.cofc.com.cn,000798.SZ
主板,酒鬼酒股份有限公司,"JIUGUI LIQUOR CO., LTD.",湖南省吉首市峒河街道振武营村,000799,酒鬼酒,1997-07-18,"324,928,980","324,928,980",,,,0,0,华中,湖南,湘西土家族苗族自治州,C 制造业,www.jiuguijiu000799.com,000799.SZ
主板,一汽解放集团股份有限公司,"FAW Jiefang Group Co., Ltd",吉林省长春市汽车开发区东风大街2259号,000800,一汽解放,1997-06-18,"4,650,653,869","1,411,754,078",,,,0,0,东北,吉林,长春市,C 制造业,www.fawcar.com.cn,000800.SZ
主板,四川九洲电器股份有限公司,"SICHUAN JIUZHOU ELECTRONIC CO., LTD",四川省绵阳市科创园区九洲大道259号,000801,四川九洲,1998-05-06,"1,022,806,646","1,022,799,146",,,,0,0,西南,四川,绵阳市,C 制造业,www.jiuzhoutech.com,000801.SZ
主板,北京京西文化旅游股份有限公司,"BEIJING JINGXI CULTURE&TOURISM CO.,LTD",北京市门头沟区水闸路21号12幢,000802,北京文化,1998-01-08,"715,900,255","711,182,755",,,,0,0,华北,北京,北京市,R 文化传播,www.bjwhmedia.com,000802.SZ
主板,北清环能集团股份有限公司,"BECE Legend Group CO., LTD",四川省南充市顺庆区延安路380号,000803,*ST北能,1998-03-03,"191,090,731","127,730,893",,,,0,0,西南,四川,南充市,C 制造业,www.000803.cn,000803.SZ
主板,北海银河生物产业投资股份有限公司,"Galaxy Biomedical Investment Co.,Ltd.",广西壮族自治区北海市西藏路银河软件科技园专家创业区1号,000806,*ST银河,1998-04-16,"1,099,911,762","699,304,718",,,,0,0,华南,广西,北海市,C 制造业,www.g-biomed.com,000806.SZ
主板,云南铝业股份有限公司,"YUNNAN ALUMINIUM CO.,LTD",云南省昆明市呈贡区七甸街道,000807,云铝股份,1998-04-08,"3,128,206,556","2,814,023,158",,,,0,0,西南,云南,昆明市,C 制造业,www.ylgf.com,000807.SZ
主板,铁岭新城投资控股(集团)股份有限公司,Tieling Newcity Investment Holding (Group) Limited,辽宁省铁岭市凡河新区金沙江路12号,000809,铁岭新城,1998-06-16,"824,791,293","824,791,293",,,,0,0,东北,辽宁,铁岭市,N 公共环保,www.cdzhonghui.com,000809.SZ
主板,创维数字股份有限公司,"SKYWORTH DIGITAL CO.,LTD.",四川省遂宁市经济技术开发区西宁片区台商工业园内,000810,创维数字,1998-06-02,"1,063,363,952","1,026,206,056",,,,0,0,西南,四川,遂宁市,C 制造业,www.skyworthdigital.com,000810.SZ
主板,冰轮环境技术股份有限公司,"Moon  Environment  Technology  Co.,Ltd.",山东省烟台市芝罘区冰轮路1号,000811,冰轮环境,1998-05-28,"745,837,804","745,821,693",,,,0,0,华东,山东,烟台市,C 制造业,www.yantaimoon.cn,000811.SZ
主板,陕西金叶科教集团股份有限公司,"SHAANXI JINYE SCIENCE TECHNOLOGY AND EDUCATION GROUP CO.,LTD",陕西省西安市高新区锦业路1号都市之门B座19层,000812,陕西金叶,1998-06-23,"768,692,614","670,228,969",,,,0,0,西北,陕西,西安市,C 制造业,www.jinyegroup.cn,000812.SZ
主板,德展大健康股份有限公司,Dezhan Healthcare Company Limited,新疆维吾尔自治区乌鲁木齐市天山区金银路53号金融大厦1611室,000813,德展健康,1998-05-19,"2,241,481,800","2,219,869,572",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.chinatianshan.com,000813.SZ
主板,中冶美利云产业投资股份有限公司,"MCC MEILI CLOUD COMPUTING INDUSTRY INVESTMENT CO., LTD",宁夏回族自治区中卫市城区柔远镇,000815,美利云,1998-06-09,"695,263,035","695,263,035",,,,0,0,西北,宁夏,银川市,C 制造业,www.china-meili.com,000815.SZ
主板,江苏农华智慧农业科技股份有限公司,"JIANGSU NONGHUA  INTELLIGENT  AGRICULTURE  TECHNOLOGY  CO.,LTD.",江苏省盐城经济技术开发区希望大道南路58号,000816,智慧农业,1997-08-18,"1,424,503,318","1,336,277,472",,,,0,0,华东,江苏,盐城市,C 制造业,www.jd.dongyin.com,000816.SZ
主板,航锦科技股份有限公司,"HANGJIN TECHNOLOGY CO., LTD.",辽宁省葫芦岛市连山区化工街1号,000818,航锦科技,1997-10-17,"689,890,000","677,215,150",,,,0,0,东北,辽宁,葫芦岛市,C 制造业,www.fangdachemical.com,000818.SZ
主板,岳阳兴长石化股份有限公司,YUEYANG XINGCHANG PETRO-CHEMICAL CO.，LTD.,湖南省岳阳市云溪区,000819,岳阳兴长,1997-06-25,"299,150,255","299,150,255",,,,0,0,华中,湖南,岳阳市,C 制造业,www.yyxc0819.com,000819.SZ
主板,神雾节能股份有限公司,"Shenwu Energy Saving Co., Ltd.",江西省南昌市望城新区璜溪大道19号十一楼1188室,000820,*ST节能,1998-06-30,"637,245,222","287,655,920",,,,0,0,华东,江西,南昌市,C 制造业,www.sw-es.cn,000820.SZ
主板,湖北京山轻工机械股份有限公司,"J.S. Corrugating Machinery Co., Ltd.",湖北省京山县经济技术开发区轻机工业园,000821,京山轻机,1998-06-26,"538,235,280","472,143,784",,,,0,0,华中,湖北,荆门市,C 制造业,www.jspackmach.com,000821.SZ
主板,山东海化股份有限公司,"SHANDONG HAIHUA CO.,LTD",山东省潍坊滨海经济开发区,000822,山东海化,1998-07-03,"895,091,926","895,091,926",,,,0,0,华东,山东,潍坊市,C 制造业,www.chinahaihua.com,000822.SZ
主板,广东汕头超声电子股份有限公司,"GUANGDONG GOWORLD CO., LTD",广东省汕头市龙湖区龙江路12号,000823,超声电子,1997-10-08,"536,966,000","536,920,512",,,,0,0,华南,广东,汕头市,C 制造业,www.gd-goworld.com,000823.SZ
主板,山西太钢不锈钢股份有限公司,SHANXI TAIGANG STAINLESS STEEL CO.LTD,山西省太原市尖草坪街2号,000825,太钢不锈,1998-10-21,"5,696,247,796","5,696,176,066",,,,0,0,华北,山西,太原市,C 制造业,www.tisco.com.cn,000825.SZ
主板,启迪环境科技发展股份有限公司,"TUS ENVIRONMENTAL SCIENCE AND TECHNOLOGY DEVELOPMENT Co., LTD.",湖北省宜昌市西陵区绿萝路77号,000826,启迪环境,1998-02-25,"1,430,578,784","1,426,876,229",,,,0,0,华中,湖北,宜昌市,N 公共环保,www.tus-est.com,000826.SZ
主板,东莞发展控股股份有限公司,"DONGGUAN DEVELOPMENT (HOLDINGS) CO., LTD",广东省东莞市南城区科技工业园科技路39号,000828,东莞控股,1997-06-17,"1,039,516,992","1,039,515,642",,,,0,0,华南,广东,东莞市,G 运输仓储,www.dgholdings.cn,000828.SZ
主板,天音通信控股股份有限公司,"Telling  Telecommunication  Holding  Co.,Ltd.",江西省赣州市经济技术开发区迎宾大道60号,000829,天音控股,1997-12-02,"1,025,100,438","1,023,765,049",,,,0,0,华东,江西,赣州市,F 批发零售,www.chinatelling.com,000829.SZ
主板,鲁西化工集团股份有限公司,"Luxi  Chemical Group Co.,Ltd.",山东省聊城市高新技术产业开发区鲁西化工总部驻地,000830,鲁西化工,1998-08-07,"1,904,319,011","1,464,079,243",,,,0,0,华东,山东,聊城市,C 制造业,www.luxichemical.com,000830.SZ
主板,五矿稀土股份有限公司,"CHINA MINMETALS RARE EARTH CO.,LTD.",山西省运城市解州镇新建路36号,000831,五矿稀土,1998-09-11,"980,888,981","980,888,981",,,,0,0,华北,山西,运城市,C 制造业,www.cmreltd.com,000831.SZ
主板,广西粤桂广业控股股份有限公司,"Guangxi Yuegui Guangye Holdings Co., Ltd.",广西壮族自治区贵港市幸福路100号,000833,粤桂股份,1998-11-11,"668,401,851","378,085,022",,,,0,0,华南,广西,贵港市,S 综合,www.yuegui.cn,000833.SZ
主板,长城国际动漫游戏股份有限公司,"Great Wall International ACG Co., Ltd.",四川省成都市高新区紫薇东路16号,000835,*ST长动,1999-06-25,"326,760,374","302,069,900",,,,0,0,西南,四川,成都市,I 信息技术,www.000835.com,000835.SZ
主板,天津富通信息科技股份有限公司,"Tianjin Futong Information Science & Technology Co.,Ltd.",天津市滨海高新区华苑产业区榕苑路10号,000836,富通信息,1997-09-29,"1,208,455,224","1,208,315,049",,,,0,0,华北,天津,天津市,C 制造业,www.000836.net,000836.SZ
主板,秦川机床工具集团股份公司,"Qinchuan Machine Tool & Tool Group Share Co., Ltd",陕西省宝鸡市姜谭路22号,000837,*ST秦机,1998-09-28,"693,370,910","693,100,524",,,,0,0,西北,陕西,宝鸡市,C 制造业,www.qcde.cn,000837.SZ
主板,财信地产发展集团股份有限公司,"CASIN Real Estate Development Group Co.,Ltd.",重庆市江北区红黄路1号1幢24楼,000838,财信发展,1997-06-26,"1,100,462,170","846,109,019",,,,0,0,西南,重庆,重庆市,K 房地产,www.casindev.com,000838.SZ
主板,中信国安信息产业股份有限公司,"CITIC GUOAN INFORMATION INDUSTRY CO., LTD",北京市海淀区宝盛南路1号院11号楼三层101-01室,000839,中信国安,1997-10-31,"3,919,826,352","3,919,241,963",,,,0,0,华北,北京,北京市,I 信息技术,www.citicguoaninfo.com,000839.SZ
主板,河北承德露露股份有限公司,"HEBEI CHENGDE LOLO CO.,LTD",河北省承德市高新技术产业开发区（西区8号）,000848,承德露露,1997-11-13,"1,076,419,000","1,076,392,497",,,,0,0,华北,河北,承德市,C 制造业,www.lolo.com.cn,000848.SZ
主板,安徽华茂纺织股份有限公司,"ANHUI HUAMAO TEXTILE CO.,LTD",安徽省安庆市纺织南路80号,000850,华茂股份,1998-10-07,"943,665,009","943,382,487",,,,0,0,华东,安徽,安庆市,C 制造业,www.chinahuamao.net,000850.SZ
